Terrain_Type,Timestamp,Weather_Condition,Irradiance_W_m2,Panel_Bus_Voltage,Shunt_Current,Temperature_Ambient,Temperature_Panel,Humidity_Relative,Atm_Pressure,Altitude_Approx,Panel_Tilt_Angle_Z,Dust_Density_g_m2,RGB_Red,RGB_Green,RGB_Blue,Motion_Detected,Current_Predicted,Voltage_Predicted,Power_Predicted,Efficiency_Predicted,Efficiency_Drop_Percent,Ideal_Max_Power,Heat_Dissipation_C,Root_Cause_Class,Recommended_Action
Desert,2025-01-15 12:00:00,,908.4629179910706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.494184057351507,0.5073183037648415,0.24436477024967493,0.16203252556081854,Stable,3.3806906703592485,11.46212965790825,38.74991479693846,2.8415395304749476,85.83385460635043,272.5388753973212,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Desert,2025-01-15 13:00:00,,1165.4005985100937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.212858502919723,0.43568086649133064,0.21529226690877096,0.2742063960019615,Sand_Drift,4.4684352961402105,11.755565100131683,52.52898201950244,3.0031990771155472,85.01826618009648,349.6201795530281,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Desert,2025-01-15 14:00:00,,929.9260989658333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.374584560241626,0.39334157520639695,0.264964166972962,0.27543252717737093,Stable,2.3278641802780475,7.637628193493144,17.77936109391442,1.2736943412499915,93.64972536803498,278.97782968974997,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Himalayan,2025-01-15 15:00:00,,588.2445469069672,0.0,0.0,9.906959457445712,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.5,Stable,5.456295127923732,29.803993860359046,162.6193864929459,18.409043983176808,8.369694042149645,176.47336407209016,-9.906959457445712,Normal_Operation,No action required. System healthy.
Coastal,2025-01-15 16:00:00,,924.5967261668914,0.0,0.0,0.0,0.0,93.82219032212149,0.0,0.0,0.0,0.0,0.25,0.35,0.4,Stable,8.744124271746127,29.074565966389834,254.23161795719324,18.317783521700825,8.674288773401639,277.3790178500674,0.0,Normal_Operation,No action required. System healthy.
Plain,2025-01-15 17:00:00,,559.0543128778232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,5.245129166838441,27.29341794419055,143.15750252178555,17.051055526307586,15.148976282197712,167.71629386334698,0.0,High_Temperature_Loss,Monitor ventilation. Consider surface cooling.
Plain,2025-01-15 18:00:00,,392.4830407101649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,3.8728578149369453,29.02942295901616,112.42682756993571,19.064294586417397,5.320720294759241,117.74491221304947,0.0,Normal_Operation,No action required. System healthy.
Coastal,2025-01-15 19:00:00,,159.53608504439626,0.0,0.0,0.0,0.0,73.3808843873702,0.0,0.0,0.0,0.0,0.25,0.35,0.4,Wind_High,1.4562016817076682,29.401563832677095,42.81460669797974,17.81684198749966,12.374368938345114,47.86082551331888,0.0,Normal_Operation,No action required. System healthy.
Plain,2025-01-15 20:00:00,,671.0190841837137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,6.299710344350805,29.15163023917458,183.64682657241784,18.227454960886476,9.223119444181227,201.3057252551141,0.0,Normal_Operation,No action required. System healthy.
Desert,2025-01-15 21:00:00,,1199.5920753426972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.15626611388532,0.4788149826520255,0.33129798243905817,0.2985107871135609,Stable,3.2059196600952076,8.285318286030249,26.5620647833307,1.4753521527568247,92.63959217206283,359.87762260280914,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Himalayan,2025-01-15 22:00:00,,691.5408554344979,0.0,0.0,1.219097210670867,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.5,Stable,4.613431381774315,19.38066744796909,89.41137940419252,8.61123064489758,57.109080152221956,207.46225663034934,-1.219097210670867,Temperature_Severe,⚠️ WARNING: Critical temperature. Check cooling/ventilation.
Desert,2025-01-15 23:00:00,,752.659011978277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.413755293273223,0.573177846606613,0.311703299552784,0.2663936803155229,Stable,2.4029759864283737,8.988476552066059,21.599093309189247,1.9114436090059523,90.476493823807,225.7977035934831,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Desert,2025-01-16 00:00:00,,707.8588800000979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.982611317869818,0.4445546752430834,0.23716983978763725,0.0621282339370407,Stable,3.0073182808864014,13.263784673032434,39.8884221209513,3.7531859703676256,81.30443436006789,212.35766400002936,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Coastal,2025-01-16 01:00:00,,678.3900020069419,0.0,0.0,0.0,0.0,74.77766095233697,0.0,0.0,0.0,0.0,0.25,0.35,0.4,Stable,6.604677253452066,28.915073201324486,190.97472625468924,18.749021995244995,6.621588575778981,203.51700060208256,0.0,Normal_Operation,No action required. System healthy.
Desert,2025-01-16 02:00:00,,745.9476617657583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.812807725612345,0.49755581536511595,0.27969943233098066,0.27517170539234553,Stable,1.5181943313720756,5.725607555876944,8.692584934993501,0.7761780617706835,96.1329216534028,223.7842985297275,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Desert,2025-01-16 03:00:00,,890.2349191867044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.451569804425976,0.40062486032652656,0.33462321706821635,0.17712712677457199,Sand_Drift,1.8490390649139006,6.193882713391032,11.452731100554926,0.8570143086818176,95.7277163521063,267.0704757560113,0.0,Soiling_Severe,🚨 URGENT: High-pressure water cleaning required immediately.
Himalayan,2025-01-16 04:00:00,,665.5909939004875,0.0,0.0,-6.968682196690234,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.5,Stable,3.643183202217358,17.244839914756533,62.826111102368415,6.286467915819781,68.69296543493391,199.67729817014626,6.968682196690234,Soiling_Severe,🚨 URGENT: High-pressure water cleaning required immediately.
Desert,2025-01-16 05:00:00,,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.803969809247143,0.36566211172752233,0.27757543151064495,0.15661410009201593,Sand_Drift,1.8383740900523275,4.0835946293910945,7.507174560949425,0.4001692196668137,98.00341102102409,375.0,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Himalayan,2025-01-16 06:00:00,,923.1098360106022,0.0,0.0,3.976693190230934,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.5,Stable,8.347869513122744,28.41242476213435,237.18321446571505,17.116926282372113,14.661714712021556,276.93295080318063,-3.976693190230934,Normal_Operation,No action required. System healthy.
Himalayan,2025-01-16 07:00:00,,761.7894072763343,0.0,0.0,-3.3739117822164344,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.5,Stable,7.457897509042696,28.49711997980023,212.528600112243,18.582806046182014,7.409801141668115,228.53682218290027,3.3739117822164344,Normal_Operation,No action required. System healthy.
Plain,2025-01-16 08:00:00,,610.811257227768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,4.011169906934361,20.812043410148856,83.48064222860067,9.101516066398798,54.6900173500781,183.2433771683304,0.0,Temperature_Severe,⚠️ WARNING: Critical temperature. Check cooling/ventilation.
Plain,2025-01-16 09:00:00,,722.6280914106046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,6.734716370555923,29.203457450069752,196.6770029658181,18.127879472783963,9.693547406144765,216.7884274231814,0.0,Normal_Operation,No action required. System healthy.
Plain,2025-01-16 10:00:00,,627.3766677688867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,6.218684441712217,28.18113826855307,175.24960610039173,18.602708495998428,7.379722432323388,188.213000330666,0.0,Normal_Operation,No action required. System healthy.
Plain,2025-01-16 11:00:00,,298.50862785099804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,2.826098332925808,29.71909368741399,83.98908112606658,18.715690024132318,7.2482822947917525,89.5525883552994,0.0,Normal_Operation,No action required. System healthy.
Plain,2025-01-16 12:00:00,,622.3306123397683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,6.118407183026781,27.45433006616382,167.97677028200482,17.97512080629486,10.507458280290226,186.69918370193048,0.0,Normal_Operation,No action required. System healthy.
Coastal,2025-01-16 13:00:00,,1000.0,0.0,0.0,0.0,0.0,80.51371497800129,0.0,0.0,0.0,0.0,0.25,0.35,0.4,Wind_High,9.432978766057497,27.141515246067343,256.0253369947791,17.056984476667495,14.94174850671791,300.0,0.0,Normal_Operation,No action required. System healthy.
Plain,2025-01-16 14:00:00,,638.8761777863374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,4.328089383454092,19.69466482008621,85.24026971850192,8.88554175406416,55.75676979625732,191.66285333590122,0.0,Temperature_Severe,⚠️ WARNING: Critical temperature. Check cooling/ventilation.
Plain,2025-01-16 15:00:00,,826.7322049548118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,8.047637091601581,27.136788033250838,218.38702192331937,17.596271029903612,12.30129355259435,248.0196614864435,0.0,Normal_Operation,No action required. System healthy.
Himalayan,2025-01-16 16:00:00,,721.9771817901243,0.0,0.0,-0.38917256427124514,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.5,Stable,6.636668732284788,28.27936032080615,187.68074641010926,17.31426869182307,13.746943551864598,216.5931545370373,0.38917256427124514,Normal_Operation,No action required. System healthy.
Plain,2025-01-16 17:00:00,,560.3600650777901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,5.532276812043114,28.37487898191703,156.9776850361891,18.653619177596358,7.173127874916618,168.10801952333702,0.0,Normal_Operation,No action required. System healthy.
Coastal,2025-01-16 18:00:00,,357.0747602636929,0.0,0.0,0.0,0.0,84.73960719383376,0.0,0.0,0.0,0.0,0.25,0.35,0.4,Stable,3.493250118712476,28.25643476162609,98.70679408544167,18.394439233649173,8.708307944006988,107.12242807910786,0.0,Normal_Operation,No action required. System healthy.
Plain,2025-01-16 19:00:00,,1035.7349346745132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Vibration,10.047131208195037,27.163773038743777,272.9179918298895,17.55548502155365,12.447847033464088,310.7204804023539,0.0,Normal_Operation,No action required. System healthy.
Plain,2025-01-16 20:00:00,,317.67188986964857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,3.1035959630476038,27.78583526199664,86.23600614903853,18.059600254381156,10.452125681343672,95.30156696089456,0.0,Normal_Operation,No action required. System healthy.
Coastal,2025-01-16 21:00:00,,438.27074408878053,0.0,0.0,0.0,0.0,85.0954304742068,0.0,0.0,0.0,0.0,0.25,0.35,0.4,Wind_High,4.023058240110826,29.680147020057543,119.40496003674328,18.13545729769499,9.870276610838236,131.48122322663414,0.0,Normal_Operation,No action required. System healthy.
Desert,2025-01-16 22:00:00,,650.6827929672838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.387396358687173,0.4956970234661496,0.2291116903435547,0.1505922690539252,Stable,1.5632396227385437,6.982526488819252,10.915362074143696,1.1172048954364149,94.4367518194159,195.20483789018513,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Himalayan,2025-01-16 23:00:00,,694.1281746146013,0.0,0.0,-9.56462740146935,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.5,Stable,6.355286974233463,27.843093406401476,176.95084884806892,16.978714514897153,15.43100857819274,208.2384523843804,9.56462740146935,High_Temperature_Loss,Monitor ventilation. Consider surface cooling.
Coastal,2025-01-17 00:00:00,,558.6456140585078,0.0,0.0,0.0,0.0,77.29940021663911,0.0,0.0,0.0,0.0,0.25,0.35,0.4,Stable,3.8577835921001395,19.54360451060015,75.39499681148754,8.98663107173145,55.28005858499523,167.59368421755235,0.0,Temperature_Severe,⚠️ WARNING: Critical temperature. Check cooling/ventilation.
Coastal,2025-01-17 01:00:00,,758.3034683221397,0.0,0.0,0.0,0.0,93.0153474487587,0.0,0.0,0.0,0.0,0.25,0.35,0.4,Stable,7.446707793937997,29.64404197368114,220.75051840923646,19.390356153472993,3.387669849365138,227.4910404966419,0.0,Normal_Operation,No action required. System healthy.
Plain,2025-01-17 02:00:00,,962.2334995605249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,9.519390380678376,27.637170416532552,263.08901421230894,18.215042669351483,9.176314799526853,288.6700498681575,0.0,Normal_Operation,No action required. System healthy.
Plain,2025-01-17 03:00:00,,655.1362058243791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,6.373721233584763,27.09923395396172,172.72296286624697,17.55842292569457,12.563425440966647,196.54086174731373,0.0,Normal_Operation,No action required. System healthy.
Coastal,2025-01-17 04:00:00,,121.70049685972077,0.0,0.0,0.0,0.0,92.87749769019658,0.0,0.0,0.0,0.0,0.25,0.35,0.4,Stable,1.1551699823817285,28.272098913990355,32.659080004368725,17.792943282711118,12.932684021216179,36.51014905791623,0.0,Normal_Operation,No action required. System healthy.
Coastal,2025-01-17 05:00:00,,0.0,0.0,0.0,0.0,0.0,79.80170132630931,0.0,0.0,0.0,0.0,0.25,0.35,0.4,Wind_High,0.0,29.745403587282496,0.0,0.0,100.0,0.0,0.0,High_Temperature_Loss,Monitor ventilation. Consider surface cooling.
Himalayan,2025-01-17 06:00:00,,737.5144092892494,0.0,0.0,-0.4302353020529157,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.5,Snow_Slide,7.3488538405151935,29.176461208570856,214.4135490052485,19.36413309138197,3.527838596439159,221.25432278677482,0.4302353020529157,Normal_Operation,No action required. System healthy.
Desert,2025-01-17 07:00:00,,992.9494677243637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.886196224766525,0.4773036585904134,0.41288142732071714,0.1459906013679064,Stable,6.22872136162748,19.8046691658802,123.35776589348309,8.276688325523008,58.72732596189183,297.8848403173091,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Desert,2025-01-17 08:00:00,,795.00519959392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.411878141606355,0.4267148582670463,0.2916520584673525,0.26394890509578245,Stable,3.9256291943992245,15.32307120348795,60.15269566427036,5.039991837084766,74.88421549535317,238.50155987817598,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Coastal,2025-01-17 09:00:00,,614.6480403958547,0.0,0.0,0.0,0.0,80.85729423575742,0.0,0.0,0.0,0.0,0.25,0.35,0.4,Stable,5.555916598391205,28.588189633556237,158.83359730303047,17.208927992993306,14.3266533830114,184.39441211875638,0.0,Normal_Operation,No action required. System healthy.
Desert,2025-01-17 10:00:00,,866.4295423423555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.437514329419034,0.5353109654012698,0.24182105500004916,0.213440787954298,Stable,3.0481356342826573,11.04449817872644,33.66512846134597,2.588342417028965,87.097966812624,259.9288627027066,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Himalayan,2025-01-17 11:00:00,,825.1533421153327,0.0,0.0,10.220027653386367,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.5,Stable,7.470300751044764,29.24176316252329,218.44476531487086,17.63457436179543,12.110931980661267,247.5460026345998,-10.220027653386367,Normal_Operation,No action required. System healthy.
Himalayan,2025-01-17 12:00:00,,567.0096138836604,0.0,0.0,3.568059173456371,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.5,Stable,5.575534362592492,27.696478332634097,154.42266666639983,18.13506182510645,9.748647768323682,170.10288416509812,-3.568059173456371,Normal_Operation,No action required. System healthy.
Desert,2025-01-17 13:00:00,,711.2970133100494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.429390757429744,0.3617755515171548,0.30856317629100966,0.1740447354378718,Stable,1.9537306901263964,8.5247175462665,16.65500229479985,1.559536697653316,92.23141382439731,213.3891039930148,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Coastal,2025-01-17 14:00:00,,899.7633434371837,0.0,0.0,0.0,0.0,87.5624279205978,0.0,0.0,0.0,0.0,0.25,0.35,0.4,Stable,8.886081523917314,29.084021476460055,258.44298588318605,19.13478249156228,4.608593767472446,269.9290030311551,0.0,Normal_Operation,No action required. System healthy.
Coastal,2025-01-17 15:00:00,,456.4122060651442,0.0,0.0,0.0,0.0,86.57489740997252,0.0,0.0,0.0,0.0,0.25,0.35,0.4,Wind_High,2.4672338581987234,16.743036225163653,41.30898586377151,6.02507040953074,70.04938433419827,136.92366181954324,0.0,Soiling_Severe,🚨 URGENT: High-pressure water cleaning required immediately.
Plain,2025-01-17 16:00:00,,871.9169744687113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,8.39682594328677,28.966821261565297,243.22935626366228,18.583078633560753,7.367696571865134,261.57509234061337,0.0,Normal_Operation,No action required. System healthy.
Himalayan,2025-01-17 17:00:00,,773.01653220072,0.0,0.0,-9.754986826650724,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.5,Stable,7.693091390795542,28.952855610422336,222.73696423548648,19.192779384081792,4.365727307638078,231.90495966021598,9.754986826650724,Normal_Operation,No action required. System healthy.
Desert,2025-01-17 18:00:00,,1031.8707486059309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.006729955238832,0.38849849620389904,0.2957198333843632,0.25115412778512025,Sand_Drift,2.316632118389917,6.845696410202414,15.858960176621466,1.0239474096884313,94.89345129998823,309.56122458177924,0.0,Soiling_Severe,🚨 URGENT: High-pressure water cleaning required immediately.
Coastal,2025-01-17 19:00:00,,366.88004993779316,0.0,0.0,0.0,0.0,79.55742537402406,0.0,0.0,0.0,0.0,0.25,0.35,0.4,Stable,3.523274089721415,29.812571725993568,105.03786151015439,19.052065449989627,5.4258379477782555,110.06401498133795,0.0,Normal_Operation,No action required. System healthy.
Plain,2025-01-17 20:00:00,,715.9602968117466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Vibration,6.521616499260114,27.83304411547117,181.51643972809143,16.886185698533627,15.882085738532137,214.78808904352397,0.0,High_Temperature_Loss,Monitor ventilation. Consider surface cooling.
Himalayan,2025-01-17 21:00:00,,699.5404441250955,0.0,0.0,1.7460955059961822,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.5,Stable,6.872500018216632,27.859806563746762,191.4665211168615,18.229513160314326,9.198243336947886,209.86213323752864,-1.7460955059961822,Normal_Operation,No action required. System healthy.
Desert,2025-01-17 22:00:00,,893.4112300567317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.722608449243637,0.42285662026237314,0.2229260947542816,0.1947033387710022,Sand_Drift,2.2904837521090564,7.5344462242015275,17.25752665767303,1.2868026168575932,93.58511986496562,268.0233690170195,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Plain,2025-01-17 23:00:00,,927.9111072050939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,9.175781842739534,29.006875875274478,266.160764970943,19.108847419509065,4.72935877177637,278.37333216152814,0.0,Normal_Operation,No action required. System healthy.
Himalayan,2025-01-18 00:00:00,,793.0670119350702,0.0,0.0,-2.713708808864814,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.5,Stable,7.6965585970434045,29.188086100794393,224.6478150103122,18.86844593399455,5.973665822306495,237.92010358052107,2.713708808864814,Normal_Operation,No action required. System healthy.
Plain,2025-01-18 01:00:00,,622.5276070894378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,5.741472052136293,29.89294920042821,171.62953239018853,18.36019570117318,8.590166864515602,186.75828212683132,0.0,Normal_Operation,No action required. System healthy.
Plain,2025-01-18 02:00:00,,480.27591496443756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,4.610979641826774,28.947953040029418,133.47842214013312,18.502336486467126,7.998435644785296,144.08277448933126,0.0,Normal_Operation,No action required. System healthy.
Himalayan,2025-01-18 03:00:00,,829.9101464021888,0.0,0.0,1.938766384929277,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.5,Stable,7.863429932051891,29.61409377565809,232.86835140610143,18.691295634711828,6.842614806092606,248.97304392065664,-1.938766384929277,Normal_Operation,No action required. System healthy.
Himalayan,2025-01-18 04:00:00,,680.4479849796595,0.0,0.0,0.11731803619692549,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.5,Stable,6.462215165380688,27.440796252935545,177.32832969584163,17.35667940458289,13.555048011869541,204.13439549389784,-0.11731803619692549,Normal_Operation,No action required. System healthy.
Desert,2025-01-18 05:00:00,,1063.118032604125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.653113055146893,0.4321801496339698,0.3046684430401582,0.2990535461939357,Sand_Drift,3.2174156067094275,9.883537182844014,31.79944678157526,1.9928497939713616,90.0606666816534,318.93540978123747,0.0,Soiling_Severe,🚨 URGENT: High-pressure water cleaning required immediately.
Desert,2025-01-18 06:00:00,,926.2867791048841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6782410246565,0.5232677353764309,0.3491867755697823,0.32251096869168544,Stable,5.624319424091478,16.555901025352057,93.11567572022359,6.696896961761199,66.61156728634064,277.8860337314652,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Desert,2025-01-18 07:00:00,,610.2564034234688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.078333675795403,0.45245989689053817,0.28835448962548776,0.23911988821103436,Stable,3.772336082792913,20.02849095224262,75.55419910303623,8.244813223579742,58.95509405443748,183.07692102704064,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Plain,2025-01-18 08:00:00,,984.1008574542127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,8.951150490083126,28.69393292909442,256.84371180067586,17.387772952130003,13.295922504018387,295.2302572362638,0.0,Normal_Operation,No action required. System healthy.
Plain,2025-01-18 09:00:00,,677.3038708235717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,6.54246682133629,28.9507980646143,189.40963578894593,18.62515899192479,7.239062341312563,203.1911612470715,0.0,Normal_Operation,No action required. System healthy.
Coastal,2025-01-18 10:00:00,,499.91007329538587,0.0,0.0,0.0,0.0,80.35610628802509,0.0,0.0,0.0,0.0,0.25,0.35,0.4,Stable,4.995333949933373,28.177088473350103,140.7539666612021,18.74557291280618,6.7687956383255194,149.97302198861576,0.0,Normal_Operation,No action required. System healthy.
Coastal,2025-01-18 11:00:00,,1000.0,0.0,0.0,0.0,0.0,78.70097358553848,0.0,0.0,0.0,0.0,0.25,0.35,0.4,Stable,9.80461170102534,28.72335456561237,281.6213382667027,18.762247719300646,6.438093599102091,300.0,0.0,Normal_Operation,No action required. System healthy.
Coastal,2025-01-18 12:00:00,,350.63157776056084,0.0,0.0,0.0,0.0,75.8846251738327,0.0,0.0,0.0,0.0,0.25,0.35,0.4,Wind_High,2.07077649094788,16.33306274611405,33.8221223598296,6.418501068795019,68.14927007378064,105.18947332816825,0.0,Soiling_Severe,🚨 URGENT: High-pressure water cleaning required immediately.
Coastal,2025-01-18 13:00:00,,721.0846913261006,0.0,0.0,0.0,0.0,81.45345907310349,0.0,0.0,0.0,0.0,0.25,0.35,0.4,Stable,6.5633705234110655,27.29709232871119,179.16093116509336,16.548721308803664,17.560982256839353,216.32540739783016,0.0,High_Temperature_Loss,Monitor ventilation. Consider surface cooling.
Plain,2025-01-18 14:00:00,,744.3116947248421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,4.043857814140312,17.001571013495763,68.75193579558626,6.152477204587783,69.34733587223315,223.29350841745264,0.0,Soiling_Severe,🚨 URGENT: High-pressure water cleaning required immediately.
Desert,2025-01-18 15:00:00,,1064.481419396282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.46627489143044,0.4403523005200117,0.19699007263916501,0.3188637193254234,Stable,3.7565866011251114,11.195217588038966,42.05580438790737,2.6322352067405044,86.87169153001439,319.3444258188846,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Plain,2025-01-18 16:00:00,,946.950382808959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,8.540497355188306,28.267496383736884,241.41847810309986,16.984250352797503,15.317052510329566,284.0851148426877,0.0,High_Temperature_Loss,Monitor ventilation. Consider surface cooling.
Desert,2025-01-18 17:00:00,,598.0499051535479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.771990413509904,0.3864996616104557,0.3170960805294652,0.3187795380326204,Stable,1.7878168776632484,9.09276924478478,16.25620632052354,1.8101170721566986,90.98954694213228,179.41497154606438,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Desert,2025-01-18 18:00:00,,619.5145975625381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.522994342387232,0.5043316770920765,0.33014500226240767,0.2542303871856472,Stable,3.1450762893268394,15.70344640485865,49.38853694863574,5.30904321013508,73.5684348732347,185.85437926876145,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Himalayan,2025-01-18 19:00:00,,613.0797999915509,0.0,0.0,13.299480488934538,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.5,Snow_Slide,5.807441265660231,27.683231140368157,160.76873889138434,17.46310000683209,13.062235807009092,183.92393999746525,-13.299480488934538,Normal_Operation,No action required. System healthy.
Desert,2025-01-18 20:00:00,,762.4195979802546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.27168369711753,0.3931679558266381,0.2706793961586044,0.3366726733302401,Stable,2.5344283730917674,10.355295828298196,26.244755558997763,2.292860521358501,88.57562081023663,228.72587939407637,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Plain,2025-01-18 21:00:00,,493.60895158111305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,4.7674237706441405,29.69022118937648,141.54586625391576,19.091354570647535,5.055462474692063,148.0826854743339,0.0,Normal_Operation,No action required. System healthy.
Plain,2025-01-18 22:00:00,,819.0981795278515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,7.509327690010113,27.821179072061458,208.91835037456096,16.990104039745376,15.324924889389735,245.72945385835544,0.0,High_Temperature_Loss,Monitor ventilation. Consider surface cooling.
